qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q3620646;esprit;"";"ApoA-I Milano";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Les habitants d'un village lombard mangent gras, ont des artères impeccables, et doivent tout à un ancêtre né vers 1780.";"Apolipoprotein A-I Milano (also ETC-216, now MDCO-216) is a naturally occurring mutated variant of the apolipoprotein A1 protein found in human HDL, the lipoprotein particle that carries cholesterol from tissues to the liver and is associated with protection against cardiovascular disease."
Q2859224;sciences;"Aqueduc de Nîmes";"";"phare";7;0;a-ecrire;"";2026-09-03;;;"Sur cinquante kilomètres, la pente moyenne atteint vingt-cinq centimètres par kilomètre, ajustée sans le moindre instrument optique.";"L'aqueduc de Nîmes est un aqueduc antique qui acheminait autrefois les eaux depuis la fontaine d'Eure à Uzès jusqu'à Nîmes, dans le département du Gard. Construit au Ier siècle en période d'apogée urbanistique de Nemausus, il a fonctionné de manière optimale jusqu'à la première moitié du IIIe siècle et a été abandonné au VIe siècle."
Q39514;vivant;"";"Argonauta argo";"phare";7;0;publie;"fr";2026-09-03;;2026-09-05;"Le mâle, quinze fois plus petit, détache son bras sexuel qui nage seul jusqu'à la femelle ; on l'a d'abord décrit comme un ver parasite.";"Argonauta argo (nom vernaculaire : argonaute voilier) est une espèce de mollusques céphalopodes de la famille des Argonautidae."
Q119195;vivant;"Argyroneta aquatica";"Diving bell spider";"phare+saviez";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Cette araignée vit sous l'eau dans une cloche de soie qu'elle remplit d'air, et qui fonctionne comme une branchie en captant l'oxygène dissous.";"Argyroneta aquatica, l'Argyronète, est une espèce d'araignées aranéomorphes de la famille des Argyronetidae. Il s'agit de la seule espèce du genre Argyroneta non fossile."
Q638182;arts;"Arpeggione";"Arpeggione";"phare";7;2;a-ecrire;"";2026-09-03;;;"Schubert a écrit une sonate pour un instrument à cordes qui avait déjà disparu quelques années après son invention.";"L'arpeggione est un instrument à cordes frottées, joué à l'archet, à six cordes accordées comme celles d'une guitare. Il est appelé également « guitare-violoncelle » ou « guitare d'amour »."
Q28367;esprit;"Asperge";"Asparagus";"phare+saviez";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"L'urine change d'odeur chez presque tout le monde après un plat d'asperges, mais une partie de la population est génétiquement incapable de la sentir.";"L'Asperge est une plante monocotylédone de la famille des Asparagacées, originaire de l'est du bassin méditerranéen. Connue des Romains, elle est cultivée comme plante potagère en France depuis le XVe siècle."
Q223776;cosmos;"Assistance gravitationnelle";"Gravity assist";"phare+saviez";7;5;ecrit;"fr";2026-09-03;2026-09-07;;"Une sonde peut voler de la vitesse à une planète entière : Jupiter ralentit imperceptiblement chaque fois qu'un engin la double.";"L’assistance gravitationnelle, appui gravitationnel ou fronde gravitationnelle, dans le domaine de la mécanique spatiale, est l'utilisation volontaire de l'attraction d'un corps céleste (planète, lune) pour modifier en direction et en vitesse la trajectoire d'un engin spatial dans l'espace (sonde spatiale, satellite artificiel…)."
Q4627;esprit;"Aymara";"Aymara language";"phare+saviez";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Ils désignent l'avant de leur corps pour parler du passé, qu'on a vu, et l'arrière pour l'avenir, qu'on ne voit pas.";"L’aymara, parfois écrit aimara ou aïmara, est une langue vernaculaire qui a remplacé de nombreuses autres comme l'uru (en) ou l'uchhumataqu de Bolivie. Les variétés d'aymara forment une sous-famille linguistique avec les variétés de quechua."
Q2671176;terre;"Baba Gurgur";"Baba Gurgur";"phare";7;1;a-ecrire;"";2026-09-03;;;"Ce bouquet de flammes brûle depuis plus de deux mille cinq cents ans ; on y voit la fournaise du livre de Daniel.";"Baba Gurgur (en kurde بابا كركر « le père des flammes » ; en arabe : النار الازلية ; « feu éternel ») est un gisement pétrolier de notoriété historique situé à côté de Kirkouk dans le Kurdistan irakien."
Q836244;vivant;"Bactérie magnétotactique";"Magnetotactic bacteria";"phare+saviez";7;3;publie;"fr";2026-09-03;;2026-09-05;"Ces bactéries fabriquent une chaîne de cristaux d'aimant dans leur corps et s'alignent sur le champ magnétique terrestre comme des boussoles vivantes.";"Les bactéries magnétotactiques (BMT) sont des micro-organismes, découverts en 1975 par R. P. Blakemore, capables de se déplacer le long de lignes d'un champ magnétique."
Q804127;esprit;"Bajau";"Sama-Bajau";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Leur rate, d'un tiers plus grosse, leur sert de réserve de sang oxygéné : ils plongent en apnée toute la journée à plus de dix mètres.";"Les Bajau, Badjaos, Badjos ou encore Bajo, sont un groupe ethnique de Brunei, d'Indonésie, de Malaisie orientale et des Philippines qui font partie des populations qu'on appelle « nomades de la mer » (« Sea Gypsies » dans la littérature de langue anglaise), comme les Moken de Birmanie et de Thaïland"
Q132905;vivant;"Baleine à bosse";"Humpback whale";"phare+saviez";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Tous les mâles d'un océan chantent la même chanson, qui se modifie ensemble chaque année et voyage d'ouest en est comme une mode.";"La Baleine à bosse, le Mégaptère, la Jubarte ou, au Canada francophone, le Rorqual à bosse (Megaptera novaeangliae) est une espèce de cétacés à fanons (mysticètes)."
Q191125;vivant;"";"Bar-headed goose";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Elle franchit l'Himalaya à plus de sept mille mètres, dans un air où un alpiniste non acclimaté perd connaissance, en battant des ailes toute la nuit.";"L'Oie à tête barrée (Anser indicus), parfois appelée Oie tigrée est une espèce d'oiseaux de la famille des Anatidae."
Q12514;terre;"Barrage des Trois-Gorges";"Three Gorges Dam";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"La masse d'eau retenue est assez grande pour avoir très légèrement ralenti la rotation de la Terre.";"Le barrage des Trois-Gorges (chinois simplifié : 三峡大坝 ; chinois traditionnel : 三峽大壩 ; pinyin : Sānxiá dàbà) est un barrage sur le Yangzi Jiang, situé dans la province du Hubei, au centre de la Chine."
Q22335;sciences;"Barrage du Vajont";"Vajont Dam";"phare";7;2;a-ecrire;"";2026-09-03;;;"Le barrage a parfaitement tenu, mais un pan de montagne tombé dans la retenue a projeté une vague de deux cent cinquante mètres par-dessus la crête.";"Le barrage du Vajont est un barrage d'Italie situé en Frioul-Vénétie Julienne, dans la province de Pordenone, à une centaine de kilomètres au nord de Venise, au-dessus du village de Longarone et au pied du mont Toc, sur le cours du Vajont."
Q430301;vivant;"Bdelloida";"Bdelloidea";"phare";7;0;publie;"fr";2026-09-03;;2026-09-05;"Ces animaux se passent de sexe depuis quarante millions d'années, volent des gènes de champignons et de bactéries, et l'un d'eux a repris vie après vingt-quatre mille ans de congélation.";"Les Bdelloidea (les bdelloïdes en français) sont une sous-classe de l'embranchement des rotifères. Les rotifères bdelloïdes sont des organismes microscopiques, dont la longueur varie entre 150 et 700 µm."
Q12124;cosmos;"Bételgeuse";"Betelgeuse";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Elle s'est assombrie brutalement en 2019 : ce n'était pas la fin, mais un immense nuage de poussière qu'elle avait craché.";"Alpha Orionis (α Orionis) est un système stellaire binaire de la constellation d’Orion constitué de Bételgeuse, une étoile variable semi-régulière de type supergéante rouge, et de sa compagne Siwarha."
Q18046111;esprit;"";"BHLHE41";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Certaines familles dorment quatre heures par nuit toute leur vie, sans dette de sommeil ni la moindre conséquence.";"""Basic helix-loop-helix family, member e41"", or BHLHE41, is a gene that encodes a basic helix-loop-helix transcription factor repressor protein in various tissues of both humans and mice."
Q435;histoire;"Bibliothèque d'Alexandrie";"Library of Alexandria";"phare+saviez";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Elle n'a pas brûlé en une nuit : elle s'est éteinte lentement, par coupes budgétaires et expulsions de savants.";"La bibliothèque d'Alexandrie, fondée à Alexandrie, en Égypte, par Ptolémée Ier, ancien général d'Alexandre le Grand, en 288 avant notre ère, est la plus célèbre bibliothèque de l'Antiquité."
Q856544;arts;"Bibliothèque d'Assurbanipal";"Library of Ashurbanipal";"phare";7;4;a-ecrire;"";2026-09-03;;;"L'incendie qui a détruit Ninive a cuit les tablettes d'argile et sauvé ainsi la bibliothèque pour vingt-cinq siècles.";"La Bibliothèque royale d'Assurbanipal, qui porte le nom d'Assurbanipal (668-627) – le dernier grand roi de l'Assyrie antique –, est une collection de près de vingt-cinq mille tablettes d'argile (la plupart fragmentées) et de fragments contenant toutes sortes de textes du VIIe siècle av."
Q4919163;arts;"Bitume (pigment)";"";"phare";7;1;a-ecrire;"";2026-09-03;;;"La première photographie de l'histoire a été fixée avec un goudron fossile utilisé depuis l'Antiquité par les embaumeurs égyptiens.";"Le bitume (NBk6) est un pigment organique d'origine fossile (un hydrocarbure de la famille du pétrole). Les bitumes se différencient des asphaltes par l'absence de substance minérales et la solubilité dans le sulfure de carbone (PRV1)."
Q421894;arts;"Bleu de Prusse";"Prussian blue";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Né de l'erreur d'un alchimiste qui avait contaminé sa potasse, ce bleu sert aujourd'hui d'antidote aux empoisonnements au thallium.";"Le bleu de Prusse (en allemand : Preußischblau ou Berliner Blau) est un pigment bleu foncé, identifié au Colour Index comme PB27 et dont la désignation internationale ISO est Iron blue pigment."
Q253181;arts;"Bleu égyptien";"Egyptian blue";"phare";7;1;a-ecrire;"";2026-09-03;;;"Le premier pigment de synthèse de l'humanité émet dans l'infrarouge, ce qui permet aujourd'hui de repérer des traces invisibles à l'œil.";"Le bleu égyptien (PB 31) est un pigment bleu synthétique, utilisé par les anciens Égyptiens, notamment sur les sarcophages, sculptures, papyrus, peintures murales à partir de la IVe dynastie, aussi connu sous le nom de fritte de bleu égyptien et désigné à l'époque de « lapis-lazuli », en référence à la couleur bleue de la pierre."
Q437248;histoire;"Bob Denard";"Bob Denard";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Un mercenaire français a renversé quatre fois le gouvernement des Comores, dont une fois en débarquant d'un chalutier avec une trentaine d'hommes.";"Robert Denard, dit Bob Denard, né le 7 avril 1929 à Bordeaux et mort le 13 octobre 2007 à Pontault-Combault en Seine-et-Marne, est un militaire puis mercenaire français."
Q15601133;vivant;"Boquila trifoliolata";"";"phare+saviez";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Cette liane chilienne imite la forme, la taille et la couleur des feuilles de l'arbre qu'elle escalade, et change de modèle si elle change de support.";"Boquila trifoliolata est une espèce de plantes à fleurs de la famille des Lardizabalaceae. C'est une liane originaire du sud de l'Amérique du Sud."
Q484458;arts;"Bouddhas de Bâmiyân";"Buddhas of Bamiyan";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Leur destruction a mené aux grottes voisines, où l'on a trouvé les plus anciennes peintures à l'huile connues, bien avant l'Europe.";"Les Bouddhas de Bâmiyân étaient trois statues monumentales en haut-relief de bouddhas debout, excavées dans la paroi d'une falaise située dans la vallée de Bâmiyân du centre de l'Afghanistan, à 230 kilomètres au nord-ouest de Kaboul et à une altitude de 2 500 m."
Q168327;vivant;"Bouquetin des Alpes";"Alpine ibex";"phare+saviez";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Ces bouquetins escaladent la paroi presque verticale d'un barrage italien pour lécher le sel de la maçonnerie, à des dizaines de mètres du sol.";"Le Bouquetin des Alpes (Capra ibex), bouquetin ou ibex, est une espèce de mammifères de la famille des bovidés, de l'ordre des artiodactyles et de la sous-famille des caprinés."
Q2923585;esprit;"";"BrainGate";"phare";7;0;a-ecrire;"";2026-09-03;;;"Une femme tétraplégique depuis quinze ans a bu son café toute seule en pilotant un bras robotisé par la pensée.";"BrainGate est un système d'implants neuronaux mis au point par la société de bio-technologie Cyberkinetics en 2003, en collaboration avec le département de Neurosciences à l'université Brown."
Q2925596;terre;"";"Brinicle";"phare+saviez";7;2;a-ecrire;"";2026-09-03;;;"Sous la banquise, un doigt de glace descend jusqu'au fond marin et pétrifie sur place tout ce qu'il touche.";"Une brinicle, surnommée le doigt glacé de la mort, est une stalactite de glace qui se forme dans l'eau de mer lorsqu'un flux d'eau salée (saumure) extrêmement froid se déverse des banquises."
Q205259;arts;"Bronzes de Riace";"Riace bronzes";"phare";7;2;a-ecrire;"";2026-09-03;;;"Un plongeur en vacances a vu un bras sortir du sable : deux guerriers grecs en bronze, grandeur nature, intacts après vingt-cinq siècles.";"Les guerriers ou bronzes de Riace sont deux sculptures grecques en bronze du Ve siècle av. J.-C., désignées conventionnellement comme statue A (dite ""le jeune"") et statue B (dite ""le vieux"")."
Q206630;arts;"Bruant ortolan";"Ortolan bunting";"phare";7;0;a-ecrire;"";2026-09-03;;;"On mangeait ce minuscule oiseau la tête cachée sous une serviette, dit-on pour se dissimuler de Dieu ; le plat est aujourd'hui interdit.";"Le bruant ortolan (Emberiza hortulana) ou simplement ortolan, est une espèce d'oiseaux de la famille des embérizidés. Cette espèce qui fréquente les paysages semi-ouverts a vu ses populations s'effondrer dans de nombreux pays."
Q15981955;arts;"Brun momie";"Mummy brown";"phare+saviez";7;4;publie;"fr";2026-09-03;;2026-09-05;"Les peintres européens ont broyé de véritables momies égyptiennes pour obtenir un pigment brun, jusqu'au début du vingtième siècle.";"Le brun momie ou brun de momie est un pigment brun-rouge utilisé en peinture d'art surtout en Angleterre au XIXe siècle. Le brun de momie a été réputé fabriqué en broyant des momies embaumées avec des résines d'Égypte ancienne."
