n;univers;univers_nom;titre;pourquoi;refuser
1305;histoire;"Histoire oubliée";"Temps décimal";"Pendant dix-sept mois, la journée française a compté dix heures de cent minutes, et les horlogers ont fabriqué des cadrans doubles.";
1306;histoire;"Histoire oubliée";"Tentative de vol du corps d'Abraham Lincoln";"Des faux-monnayeurs ont voulu déterrer Lincoln en 1876 pour échanger son cadavre contre la libération de leur graveur.";
1307;histoire;"Histoire oubliée";"Tersorium";"Les Romains se nettoyaient aux latrines publiques avec une éponge partagée montée sur un bâton, rincée dans une rigole commune.";
1308;histoire;"Histoire oubliée";"The Thing (dispositif d'écoute)";"Des écoliers soviétiques ont offert à l'ambassadeur américain un sceau en bois sculpté qui a espionné son bureau sept ans, sans pile ni fil.";
1309;histoire;"Histoire oubliée";"Thomas Blood";"Un aventurier irlandais a volé les joyaux de la Couronne en 1671, s'est fait prendre, et Charles II lui a accordé une pension à vie.";
1310;histoire;"Histoire oubliée";"Thérèse Humbert";"Une paysanne a emprunté des millions pendant vingt ans sur un héritage enfermé dans un coffre; ouvert en 1902, il contenait une brique et un bouton de culotte.";
1311;histoire;"Histoire oubliée";"Titanic";"L'officier chargé des jumelles de la vigie a été débarqué au dernier moment en emportant par mégarde la clé du coffre qui les contenait.";
1312;histoire;"Histoire oubliée";"Traité de Bréda";"En 1667, les Néerlandais ont préféré garder une minuscule île à muscade des Moluques et laisser Manhattan aux Anglais.";
1313;histoire;"Histoire oubliée";"Traité de Tordesillas";"Deux royaumes ont partagé le monde inconnu avec une ligne tracée sur une carte, et le Brésil parle portugais à cause de cet arbitrage.";
1314;histoire;"Histoire oubliée";"Traité de Waitangi";"Les versions maorie et anglaise du traité ne disent pas la même chose, et le désaccord de traduction dure depuis 1840.";
1315;histoire;"Histoire oubliée";"Troisième guerre punique";"Le maire de Rome et celui de Carthage ont signé un traité de paix en 1985, deux mille cent trente-trois ans après la fin des combats.";
1316;histoire;"Histoire oubliée";"Truie de Falaise";"Une truie a été habillée en vêtements d'homme, jugée pour meurtre et pendue en place publique en 1386, aux frais du bourreau.";
1317;histoire;"Histoire oubliée";"Trêve de Noël";"En décembre 1914, des soldats ennemis sont sortis des tranchées pour échanger du tabac et jouer au football entre les lignes.";
1318;histoire;"Histoire oubliée";"Tsutomu Yamaguchi";"Il était à Hiroshima le 6 août, est rentré chez lui à Nagasaki, et a survécu aux deux bombes atomiques.";
1319;histoire;"Histoire oubliée";"Tulipomanie";"Un seul bulbe de tulipe s'est échangé contre une maison sur un canal d'Amsterdam avant l'effondrement du marché en 1637.";
1320;histoire;"Histoire oubliée";"Tunnel 57";"Cinquante-sept Berlinois de l'Est sont passés à l'Ouest en une nuit de 1964, par un tunnel creusé sous le Mur depuis une boulangerie abandonnée.";
1321;histoire;"Histoire oubliée";"Télégramme Zimmermann";"Un télégramme allemand proposant le Texas au Mexique a fait basculer les États-Unis dans la Première Guerre mondiale.";
1322;histoire;"Histoire oubliée";"U-1206";"Un sous-marin allemand a coulé en 1945 parce que son commandant a mal manœuvré les toilettes à haute pression du bord.";
1323;histoire;"Histoire oubliée";"Umberto Nobile";"Son dirigeable s'est écrasé sur la banquise en 1928, et le sauvetage a coûté la vie à Roald Amundsen, parti chercher un rival qu'il n'aimait pas.";
1324;histoire;"Histoire oubliée";"Unsinkable Sam";"Un chat aurait survécu au naufrage du Bismarck, puis à celui de deux navires britanniques, avant de finir tranquillement sa vie à terre.";
1325;histoire;"Histoire oubliée";"Vasa (navire)";"Le plus beau navire de guerre suédois a coulé après treize cents mètres de navigation, en 1628, devant toute la ville venue l'acclamer.";
1326;histoire;"Histoire oubliée";"Vassili Arkhipov";"Sur un sous-marin soviétique asphyxié pendant la crise de Cuba, un seul homme a refusé de valider le tir d'une torpille nucléaire.";
1327;histoire;"Histoire oubliée";"Vente d'épouse";"Des maris anglais conduisaient leur femme au marché au bout d'une corde et la vendaient publiquement, faute de pouvoir divorcer.";
1328;histoire;"Histoire oubliée";"Vente de la Louisiane";"La France a vendu un tiers des futurs États-Unis pour financer une guerre, et l'acheteur n'était pas sûr d'en avoir le droit constitutionnel.";
1329;histoire;"Histoire oubliée";"Vespasien";"L'empereur a taxé l'urine récoltée dans les pissotières et répondu à son fils dégoûté que l'argent n'a pas d'odeur.";
1330;histoire;"Histoire oubliée";"Victor Lustig";"Il a vendu la tour Eiffel à un ferrailleur en 1925, puis est revenu quelques mois plus tard pour la vendre une seconde fois.";
1331;histoire;"Histoire oubliée";"Ville fortifiée de Kowloon";"Trente-trois mille personnes vivaient dans un bloc sans plan ni police, sur un terrain grand comme quelques terrains de football.";
1332;histoire;"Histoire oubliée";"Violet Jessop";"Infirmière, elle a survécu au naufrage du Titanic, à celui du Britannic et à la collision de l'Olympic.";
1333;histoire;"Histoire oubliée";"Vol 143 Air Canada";"Un Boeing s'est retrouvé sans carburant à onze mille mètres parce que les techniciens avaient confondu livres et kilogrammes.";
1334;histoire;"Histoire oubliée";"Vol 401 Eastern Air Lines";"Tout un équipage s'est concentré sur une ampoule grillée pendant que l'avion descendait doucement vers les Everglades.";
1335;histoire;"Histoire oubliée";"Wardenclyffe";"Tesla a bâti une tour censée transmettre l'électricité sans fil au monde entier; son financier a coupé les vivres et la tour a été dynamitée.";
1336;histoire;"Histoire oubliée";"Wilgeforte";"Une sainte aurait obtenu de Dieu une barbe pour échapper au mariage; son père l'a fait crucifier, et on la priait pour se débarrasser d'un mari.";
1337;histoire;"Histoire oubliée";"Wilhelm Gustloff";"Le naufrage le plus meurtrier de l'histoire a fait environ neuf mille morts en 1945, six fois le Titanic, et presque personne ne le connaît.";
1338;histoire;"Histoire oubliée";"William Bligh";"Abandonné en chaloupe avec dix-huit hommes, il a navigué six mille kilomètres jusqu'au Timor sans perdre un seul marin en mer.";
1339;histoire;"Histoire oubliée";"William Buckland";"Un géologue anglais s'était juré de manger toutes les espèces possibles et aurait avalé le cœur momifié de Louis XIV présenté à sa table.";
1340;histoire;"Histoire oubliée";"Wojtek (ours)";"Un ours brun officiellement engagé comme soldat dans l'armée polonaise portait des caisses d'obus à Monte Cassino et buvait de la bière avec la troupe.";
1341;histoire;"Histoire oubliée";"Yasuke";"Un Africain arrivé avec des jésuites est devenu samouraï au service d'Oda Nobunaga, qui le montrait à sa cour et lui donnait une épée.";
1342;histoire;"Histoire oubliée";"Zarafa";"Une girafe offerte à Charles X a marché de Marseille à Paris en quarante et un jours, en manteau ciré, devant des centaines de milliers de curieux.";
1343;histoire;"Histoire oubliée";"Zong (navire)";"L'équipage a jeté cent trente-deux captifs vivants à la mer pour toucher l'assurance, et le procès n'a porté que sur la valeur de la cargaison.";
1344;histoire;"Histoire oubliée";"Élixir de sulfanilamide";"Un sirop sucré à l'antigel a tué une centaine de personnes en 1937 et forcé les États-Unis à inventer le contrôle des médicaments.";
1345;histoire;"Histoire oubliée";"Éléphant de la Bastille";"Un éléphant géant en plâtre a occupé la place de la Bastille pendant trente ans, rongé par les rats, avant d'être démoli.";
1346;histoire;"Histoire oubliée";"Épidémie dansante de 1518";"À Strasbourg, quatre cents personnes se mettent à danser sans pouvoir s'arrêter. Certaines en meurent.";
1347;histoire;"Histoire oubliée";"Épidémie de rire du Tanganyika";"Un fou rire contagieux parti d'un pensionnat en 1962 a fermé quatorze écoles et duré plusieurs mois.";
1348;histoire;"Histoire oubliée";"Île Hans";"Le Canada et le Danemark se sont disputé un caillou arctique pendant cinquante ans en s'échangeant des bouteilles de whisky et de schnaps.";
1349;histoire;"Histoire oubliée";"Île de Clipperton";"Une garnison mexicaine oubliée sur un atoll a vu son gardien de phare s'autoproclamer roi et terroriser les dernières femmes survivantes.";
1350;histoire;"Histoire oubliée";"Île des Faisans";"Un îlot de trois mille mètres carrés sur la Bidassoa change de nationalité tous les six mois depuis 1659, et personne n'y habite.";
1351;histoire;"Histoire oubliée";"Île des Roses";"Un ingénieur italien a bâti une île artificielle en Adriatique, l'a déclarée indépendante, et l'armée l'a dynamitée en 1969.";
1352;histoire;"Histoire oubliée";"Îlot Persil";"En 2002, l'Espagne a monté une opération militaire pour reprendre à six gendarmes marocains un caillou inhabité peuplé de chèvres.";
1353;mysteres;"Mystères";"Affaire Ben Barka";"Un opposant marocain a été enlevé en plein Paris devant la brasserie Lipp en 1965 ; son corps n'a jamais été retrouvé.";
1354;mysteres;"Mystères";"Affaire Boorn";"Deux frères du Vermont ont été condamnés à mort en 1819 sur la foi d'un rêve, avant que leur prétendue victime ne réapparaisse en pleine forme.";
1355;mysteres;"Mystères";"Affaire Elizabeth Canning";"En 1753, une servante disparue un mois est revenue squelettique en accusant deux femmes ; c'est elle qui fut déportée pour parjure, et le débat dure toujours.";
1356;mysteres;"Mystères";"Affaire Seznec";"Condamné au bagne en 1924 pour un meurtre sans cadavre, sans aveu et sans arme, il a vu ses descendants perdre quatorze demandes de révision.";
1357;mysteres;"Mystères";"Affaire Tamám Shud";"Un homme mort sur une plage australienne, toutes les étiquettes de ses vêtements découpées, un bout de papier cousu dans sa poche : « Tamám Shud », c'est fini.";
1358;mysteres;"Mystères";"Affaire du pain maudit";"En 1951, un village du Gard bascule en une nuit dans l'hallucination collective : cinq morts, des dizaines d'internements, cause toujours débattue.";
1359;mysteres;"Mystères";"Agloe";"Ce village n'existait pas : inventé par des cartographes pour piéger les copieurs, il est devenu réel quand quelqu'un y a bâti un magasin.";
1360;mysteres;"Mystères";"Agroglyphe";"Deux Anglais ont avoué en 1991 avoir tracé les premiers cercles de culture avec une planche et une corde, après quinze ans de mystère mondial.";
1361;mysteres;"Mystères";"Ambrose Bierce";"Il part à soixante et onze ans suivre la révolution mexicaine et écrit dans sa dernière lettre que disparaître ainsi serait une belle façon de finir.";
1362;mysteres;"Mystères";"Anguille d'Europe";"Elle traverse l'Atlantique pour se reproduire dans la mer des Sargasses, et personne n'a jamais observé deux anguilles s'y accoupler.";
1363;mysteres;"Mystères";"Angus Barbieri";"Cet Écossais n'a rien mangé pendant trois cent quatre-vingt-deux jours, sous surveillance médicale, ne buvant que du thé, du café et des vitamines.";
1364;mysteres;"Mystères";"Ann Hodges";"Une météorite a traversé son toit en 1954, rebondi sur sa radio et l'a atteinte à la hanche pendant sa sieste : seul cas humain confirmé.";
1365;mysteres;"Mystères";"Antoine de Saint-Exupéry";"Sa gourmette a été remontée dans un filet de pêche en 1998, et l'épave de son avion identifiée au large de Marseille deux ans plus tard.";
1366;mysteres;"Mystères";"Arbre du Ténéré";"L'arbre le plus isolé du monde, seul acacia sur quatre cents kilomètres de désert, a été renversé en 1973 par un camionneur qui l'a percuté.";
1367;mysteres;"Mystères";"Attaques à l'anthrax de 2001";"Des lettres contenant une poudre blanche ont tué cinq personnes et provoqué la plus grande enquête de l'histoire du FBI, close sans procès.";
1368;mysteres;"Mystères";"B. Traven";"L'auteur du Trésor de la Sierra Madre a passé sa vie à brouiller son nom, sa nationalité et son visage, et il y est parfaitement parvenu.";
1369;mysteres;"Mystères";"Bank of Vernal";"Une banque de l'Utah a été bâtie en 1919 avec quatre-vingt mille briques envoyées par colis postal, cinquante par paquet, parce que c'était moins cher que le fret.";
1370;mysteres;"Mystères";"Banksy";"Il a fait s'autodétruire un tableau en pleine vente aux enchères, et nul ne sait toujours à qui appartenait la main sur la télécommande.";
1371;mysteres;"Mystères";"Bella in the Wych Elm";"En 1943, des enfants trouvent un crâne dans un orme creux ; depuis, des graffitis « Qui a mis Bella dans l'orme ? » réapparaissent régulièrement sur les murs anglais.";
1372;mysteres;"Mystères";"Benjaman Kyle";"Retrouvé nu et amnésique derrière un fast-food en 2004, il a vécu onze ans sans savoir son propre nom avant qu'un test ADN ne le retrouve.";
1373;mysteres;"Mystères";"Bermeja";"Cette île mexicaine figure sur les cartes depuis 1539, mais les campagnes de recherche des années 1990 n'ont trouvé que de l'eau, au beau milieu d'une zone pétrolière.";
